order_id,product,quantity,price,date
2001,Keyboard,1,29.99,2025-01-02
2002,Mouse,2,19.99,2025-01-02
2003,Monitor,1,199.99,2025-01-02
2004,Laptop,1,899.99,2025-01-02
2005,Headset,0,,2025-01-02
2006,USB Cable,3,5.99,2025-01-02
2007,Webcam,1,59.99,2025-01-02
2008,Speakers,1,39.99,2025-01-02
2009,Chair,1,129.99,2025-01-02
2010,Desk,1,249.99,2025-01-02
2011,Lamp,2,14.99,2025-01-02
2012,Notebook,4,2.49,2025-01-02
2013,Pen,12,0.99,2025-01-02
2014,Keyboard,1,29.99,2025-01-02
2015,Mouse,0,19.99,2025-01-02
2016,Monitor,1,199.99,2025-01-02
2017,Laptop,1,899.99,2025-01-02
2018,Headset,1,49.99,2025-01-02
2019,USB Cable,2,5.99,2025-01-02
2020,Webcam,1,59.99,2025-01-02
2021,Speakers,1,39.99,2025-01-02
2022,Chair,1,129.99,2025-01-02
2023,Desk,1,249.99,2025-01-02
2024,Lamp,1,14.99,2025-01-02
2025,Notebook,3,2.49,2025-01-02
2026,Pen,9,0.99,2025-01-02
2027,Keyboard,1,29.99,2025-01-02
2028,Mouse,1,19.99,2025-01-02
2029,Monitor,0,,2025-01-02
2030,Laptop,1,899.99,2025-01-02
2031,Headset,2,49.99,2025-01-02
2032,USB Cable,4,5.99,2025-01-02
2033,Webcam,1,59.99,2025-01-02
2034,Speakers,2,39.99,2025-01-02
2035,Chair,1,129.99,2025-01-02
2036,Desk,1,249.99,2025-01-02
2037,Lamp,2,14.99,2025-01-02
2038,Notebook,5,2.49,2025-01-02
2039,Pen,10,0.99,2025-01-02
2040,Keyboard,1,29.99,2025-01-02
2041,Mouse,0,,2025-01-02
2042,Monitor,1,199.99,2025-01-02
2043,Laptop,1,899.99,2025-01-02
2044,Headset,1,49.99,2025-01-02
2045,USB Cable,3,5.99,2025-01-02
2046,Webcam,1,59.99,2025-01-02
2047,Speakers,1,39.99,2025-01-02
2048,Chair,1,129.99,2025-01-02
2049,Desk,1,249.99,2025-01-02
2050,Lamp,1,14.99,2025-01-02
2051,Notebook,2,2.49,2025-01-02
2052,Pen,14,0.99,2025-01-02
2053,Keyboard,1,29.99,2025-01-02
2054,Mouse,1,19.99,2025-01-02
2055,Monitor,1,199.99,2025-01-02
2056,Laptop,1,899.99,2025-01-02
2057,Headset,0,,2025-01-02
2058,USB Cable,3,5.99,2025-01-02
2059,Webcam,1,59.99,2025-01-02
2060,Speakers,1,39.99,2025-01-02
2061,Chair,1,129.99,2025-01-02
2062,Desk,1,249.99,2025-01-02
2063,Lamp,2,14.99,2025-01-02
2064,Notebook,3,2.49,2025-01-02
2065,Pen,8,0.99,2025-01-02
2066,Keyboard,1,29.99,2025-01-02
2067,Mouse,2,19.99,2025-01-02
2068,Monitor,1,199.99,2025-01-02
2069,Laptop,1,899.99,2025-01-02
2070,Headset,1,49.99,2025-01-02
2071,USB Cable,2,5.99,2025-01-02
2072,Webcam,1,59.99,2025-01-02
2073,Speakers,1,39.99,2025-01-02
2074,Chair,1,129.99,2025-01-02
2075,Desk,1,249.99,2025-01-02
2076,Lamp,1,14.99,2025-01-02
2077,Notebook,4,2.49,2025-01-02
2078,Pen,11,0.99,2025-01-02
2079,Keyboard,1,29.99,2025-01-02
2080,Mouse,0,,2025-01-02
2081,Monitor,1,199.99,2025-01-02
2082,Laptop,1,899.99,2025-01-02
2083,Headset,1,49.99,2025-01-02
2084,USB Cable,3,5.99,2025-01-02
2085,Webcam,1,59.99,2025-01-02
2086,Speakers,1,39.99,2025-01-02
2087,Chair,1,129.99,2025-01-02
2088,Desk,1,249.99,2025-01-02
2089,Lamp,2,14.99,2025-01-02
2090,Notebook,3,2.49,2025-01-02
2091,Pen,7,0.99,2025-01-02
2092,Keyboard,1,29.99,2025-01-02
2093,Mouse,1,19.99,2025-01-02
2094,Monitor,1,199.99,2025-01-02
2095,Laptop,1,899.99,2025-01-02
2096,Headset,1,49.99,2025-01-02
2097,USB Cable,2,5.99,2025-01-02
2098,Webcam,1,59.99,2025-01-02
2099,Speakers,1,39.99,2025-01-02
2100,Chair,1,129.99,2025-01-02
