order_id,product,quantity,price,date
4001,Keyboard,1,29.99,2025-01-04
4002,Mouse,2,19.99,2025-01-04
4003,Monitor,1,199.99,2025-01-04
4004,Laptop,1,899.99,2025-01-04
4005,Headset,0,,2025-01-04
4006,USB Cable,3,5.99,2025-01-04
4007,Webcam,1,59.99,2025-01-04
4008,Speakers,1,39.99,2025-01-04
4009,Chair,1,129.99,2025-01-04
4010,Desk,1,249.99,2025-01-04
4011,Lamp,2,14.99,2025-01-04
4012,Notebook,4,2.49,2025-01-04
4013,Pen,12,0.99,2025-01-04
4014,Keyboard,1,29.99,2025-01-04
4015,Mouse,0,19.99,2025-01-04
4016,Monitor,1,199.99,2025-01-04
4017,Laptop,1,899.99,2025-01-04
4018,Headset,1,49.99,2025-01-04
4019,USB Cable,2,5.99,2025-01-04
4020,Webcam,1,59.99,2025-01-04
4021,Speakers,1,39.99,2025-01-04
4022,Chair,1,129.99,2025-01-04
4023,Desk,1,249.99,2025-01-04
4024,Lamp,1,14.99,2025-01-04
4025,Notebook,3,2.49,2025-01-04
4026,Pen,9,0.99,2025-01-04
4027,Keyboard,1,29.99,2025-01-04
4028,Mouse,1,19.99,2025-01-04
4029,Monitor,0,,2025-01-04
4030,Laptop,1,899.99,2025-01-04
4031,Headset,2,49.99,2025-01-04
4032,USB Cable,4,5.99,2025-01-04
4033,Webcam,1,59.99,2025-01-04
4034,Speakers,2,39.99,2025-01-04
4035,Chair,1,129.99,2025-01-04
4036,Desk,1,249.99,2025-01-04
4037,Lamp,2,14.99,2025-01-04
4038,Notebook,5,2.49,2025-01-04
4039,Pen,10,0.99,2025-01-04
4040,Keyboard,1,29.99,2025-01-04
4041,Mouse,0,,2025-01-04
4042,Monitor,1,199.99,2025-01-04
4043,Laptop,1,899.99,2025-01-04
4044,Headset,1,49.99,2025-01-04
4045,USB Cable,3,5.99,2025-01-04
4046,Webcam,1,59.99,2025-01-04
4047,Speakers,1,39.99,2025-01-04
4048,Chair,1,129.99,2025-01-04
4049,Desk,1,249.99,2025-01-04
4050,Lamp,1,14.99,2025-01-04
4051,Notebook,2,2.49,2025-01-04
4052,Pen,14,0.99,2025-01-04
4053,Keyboard,1,29.99,2025-01-04
4054,Mouse,1,19.99,2025-01-04
4055,Monitor,1,199.99,2025-01-04
4056,Laptop,1,899.99,2025-01-04
4057,Headset,0,,2025-01-04
4058,USB Cable,3,5.99,2025-01-04
4059,Webcam,1,59.99,2025-01-04
4060,Speakers,1,39.99,2025-01-04
4061,Chair,1,129.99,2025-01-04
4062,Desk,1,249.99,2025-01-04
4063,Lamp,2,14.99,2025-01-04
4064,Notebook,3,2.49,2025-01-04
4065,Pen,8,0.99,2025-01-04
4066,Keyboard,1,29.99,2025-01-04
4067,Mouse,2,19.99,2025-01-04
4068,Monitor,1,199.99,2025-01-04
4069,Laptop,1,899.99,2025-01-04
4070,Headset,1,49.99,2025-01-04
4071,USB Cable,2,5.99,2025-01-04
4072,Webcam,1,59.99,2025-01-04
4073,Speakers,1,39.99,2025-01-04
4074,Chair,1,129.99,2025-01-04
4075,Desk,1,249.99,2025-01-04
4076,Lamp,1,14.99,2025-01-04
4077,Notebook,4,2.49,2025-01-04
4078,Pen,11,0.99,2025-01-04
4079,Keyboard,1,29.99,2025-01-04
4080,Mouse,0,,2025-01-04
4081,Monitor,1,199.99,2025-01-04
4082,Laptop,1,899.99,2025-01-04
4083,Headset,1,49.99,2025-01-04
4084,USB Cable,3,5.99,2025-01-04
4085,Webcam,1,59.99,2025-01-04
4086,Speakers,1,39.99,2025-01-04
4087,Chair,1,129.99,2025-01-04
4088,Desk,1,249.99,2025-01-04
4089,Lamp,2,14.99,2025-01-04
4090,Notebook,3,2.49,2025-01-04
4091,Pen,7,0.99,2025-01-04
4092,Keyboard,1,29.99,2025-01-04
4093,Mouse,1,19.99,2025-01-04
4094,Monitor,1,199.99,2025-01-04
4095,Laptop,1,899.99,2025-01-04
4096,Headset,1,49.99,2025-01-04
4097,USB Cable,2,5.99,2025-01-04
4098,Webcam,1,59.99,2025-01-04
4099,Speakers,1,39.99,2025-01-04
4100,Chair,1,129.99,2025-01-04
