order_id,product,quantity,price,date
5001,Keyboard,1,29.99,2025-01-05
5002,Mouse,2,19.99,2025-01-05
5003,Monitor,1,199.99,2025-01-05
5004,Laptop,1,899.99,2025-01-05
5005,Headset,0,,2025-01-05
5006,USB Cable,3,5.99,2025-01-05
5007,Webcam,1,59.99,2025-01-05
5008,Speakers,1,39.99,2025-01-05
5009,Chair,1,129.99,2025-01-05
5010,Desk,1,249.99,2025-01-05
5011,Lamp,2,14.99,2025-01-05
5012,Notebook,4,2.49,2025-01-05
5013,Pen,12,0.99,2025-01-05
5014,Keyboard,1,29.99,2025-01-05
5015,Mouse,0,,2025-01-05
5016,Monitor,1,199.99,2025-01-05
5017,Laptop,1,899.99,2025-01-05
5018,Headset,1,49.99,2025-01-05
5019,USB Cable,2,5.99,2025-01-05
5020,Webcam,1,59.99,2025-01-05
5021,Speakers,1,39.99,2025-01-05
5022,Chair,1,129.99,2025-01-05
5023,Desk,1,249.99,2025-01-05
5024,Lamp,1,14.99,2025-01-05
5025,Notebook,3,2.49,2025-01-05
5026,Pen,9,0.99,2025-01-05
5027,Keyboard,1,29.99,2025-01-05
5028,Mouse,1,19.99,2025-01-05
5029,Monitor,0,,2025-01-05
5030,Laptop,1,899.99,2025-01-05
5031,Headset,2,49.99,2025-01-05
5032,USB Cable,4,5.99,2025-01-05
5033,Webcam,1,59.99,2025-01-05
5034,Speakers,2,39.99,2025-01-05
5035,Chair,1,129.99,2025-01-05
5036,Desk,1,249.99,2025-01-05
5037,Lamp,2,14.99,2025-01-05
5038,Notebook,5,2.49,2025-01-05
5039,Pen,10,0.99,2025-01-05
5040,Keyboard,1,29.99,2025-01-05
5041,Mouse,0,,2025-01-05
5042,Monitor,1,199.99,2025-01-05
5043,Laptop,1,899.99,2025-01-05
5044,Headset,1,49.99,2025-01-05
5045,USB Cable,3,5.99,2025-01-05
5046,Webcam,1,59.99,2025-01-05
5047,Speakers,1,39.99,2025-01-05
5048,Chair,1,129.99,2025-01-05
5049,Desk,1,249.99,2025-01-05
5050,Lamp,1,14.99,2025-01-05
5051,Notebook,2,2.49,2025-01-05
5052,Pen,14,0.99,2025-01-05
5053,Keyboard,1,29.99,2025-01-05
5054,Mouse,1,19.99,2025-01-05
5055,Monitor,1,199.99,2025-01-05
5056,Laptop,1,899.99,2025-01-05
5057,Headset,0,,2025-01-05
5058,USB Cable,3,5.99,2025-01-05
5059,Webcam,1,59.99,2025-01-05
5060,Speakers,1,39.99,2025-01-05
5061,Chair,1,129.99,2025-01-05
5062,Desk,1,249.99,2025-01-05
5063,Lamp,2,14.99,2025-01-05
5064,Notebook,3,2.49,2025-01-05
5065,Pen,8,0.99,2025-01-05
5066,Keyboard,1,29.99,2025-01-05
5067,Mouse,2,19.99,2025-01-05
5068,Monitor,1,199.99,2025-01-05
5069,Laptop,1,899.99,2025-01-05
5070,Headset,1,49.99,2025-01-05
5071,USB Cable,2,5.99,2025-01-05
5072,Webcam,1,59.99,2025-01-05
5073,Speakers,1,39.99,2025-01-05
5074,Chair,1,129.99,2025-01-05
5075,Desk,1,249.99,2025-01-05
5076,Lamp,1,14.99,2025-01-05
5077,Notebook,4,2.49,2025-01-05
5078,Pen,11,0.99,2025-01-05
5079,Keyboard,1,29.99,2025-01-05
5080,Mouse,0,,2025-01-05
5081,Monitor,1,199.99,2025-01-05
5082,Laptop,1,899.99,2025-01-05
5083,Headset,1,49.99,2025-01-05
5084,USB Cable,3,5.99,2025-01-05
5085,Webcam,1,59.99,2025-01-05
5086,Speakers,1,39.99,2025-01-05
5087,Chair,1,129.99,2025-01-05
5088,Desk,1,249.99,2025-01-05
5089,Lamp,2,14.99,2025-01-05
5090,Notebook,3,2.49,2025-01-05
5091,Pen,7,0.99,2025-01-05
5092,Keyboard,1,29.99,2025-01-05
5093,Mouse,1,19.99,2025-01-05
5094,Monitor,1,199.99,2025-01-05
5095,Laptop,1,899.99,2025-01-05
5096,Headset,1,49.99,2025-01-05
5097,USB Cable,2,5.99,2025-01-05
5098,Webcam,1,59.99,2025-01-05
5099,Speakers,1,39.99,2025-01-05
5100,Chair,1,129.99,2025-01-05
