order_id,product,quantity,price,date
7001,Keyboard,1,29.99,2025-01-06
7002,Mouse,2,19.99,2025-01-06
7003,Monitor,1,199.99,2025-01-06
7004,Laptop,1,899.99,2025-01-06
7005,Headset,0,,2025-01-06
7006,USB Cable,3,5.99,2025-01-06
7007,Webcam,1,59.99,2025-01-06
7008,Speakers,1,39.99,2025-01-06
7009,Chair,1,129.99,2025-01-06
7010,Desk,1,249.99,2025-01-06
7011,Lamp,2,14.99,2025-01-06
7012,Notebook,4,2.49,2025-01-06
7013,Pen,12,0.99,2025-01-06
7014,Keyboard,1,29.99,2025-01-06
7015,Mouse,0,,2025-01-06
7016,Monitor,1,199.99,2025-01-06
7017,Laptop,1,899.99,2025-01-06
7018,Headset,1,49.99,2025-01-06
7019,USB Cable,2,5.99,2025-01-06
7020,Webcam,1,59.99,2025-01-06
7021,Speakers,1,39.99,2025-01-06
7022,Chair,1,129.99,2025-01-06
7023,Desk,1,249.99,2025-01-06
7024,Lamp,1,14.99,2025-01-06
7025,Notebook,3,2.49,2025-01-06
7026,Pen,9,0.99,2025-01-06
7027,Keyboard,1,29.99,2025-01-06
7028,Mouse,1,19.99,2025-01-06
7029,Monitor,0,,2025-01-06
7030,Laptop,1,899.99,2025-01-06
7031,Headset,2,49.99,2025-01-06
7032,USB Cable,4,5.99,2025-01-06
7033,Webcam,1,59.99,2025-01-06
7034,Speakers,2,39.99,2025-01-06
7035,Chair,1,129.99,2025-01-06
7036,Desk,1,249.99,2025-01-06
7037,Lamp,2,14.99,2025-01-06
7038,Notebook,5,2.49,2025-01-06
7039,Pen,10,0.99,2025-01-06
7040,Keyboard,1,29.99,2025-01-06
7041,Mouse,0,,2025-01-06
7042,Monitor,1,199.99,2025-01-06
7043,Laptop,1,899.99,2025-01-06
7044,Headset,1,49.99,2025-01-06
7045,USB Cable,3,5.99,2025-01-06
7046,Webcam,1,59.99,2025-01-06
7047,Speakers,1,39.99,2025-01-06
7048,Chair,1,129.99,2025-01-06
7049,Desk,1,249.99,2025-01-06
7050,Lamp,1,14.99,2025-01-06
7051,Notebook,2,2.49,2025-01-06
7052,Pen,14,0.99,2025-01-06
7053,Keyboard,1,29.99,2025-01-06
7054,Mouse,1,19.99,2025-01-06
7055,Monitor,1,199.99,2025-01-06
7056,Laptop,1,899.99,2025-01-06
7057,Headset,0,,2025-01-06
7058,USB Cable,3,5.99,2025-01-06
7059,Webcam,1,59.99,2025-01-06
7060,Speakers,1,39.99,2025-01-06
7061,Chair,1,129.99,2025-01-06
7062,Desk,1,249.99,2025-01-06
7063,Lamp,2,14.99,2025-01-06
7064,Notebook,3,2.49,2025-01-06
7065,Pen,8,0.99,2025-01-06
7066,Keyboard,1,29.99,2025-01-06
7067,Mouse,2,19.99,2025-01-06
7068,Monitor,1,199.99,2025-01-06
7069,Laptop,1,899.99,2025-01-06
7070,Headset,1,49.99,2025-01-06
7071,USB Cable,2,5.99,2025-01-06
7072,Webcam,1,59.99,2025-01-06
7073,Speakers,1,39.99,2025-01-06
7074,Chair,1,129.99,2025-01-06
7075,Desk,1,249.99,2025-01-06
7076,Lamp,1,14.99,2025-01-06
7077,Notebook,4,2.49,2025-01-06
7078,Pen,11,0.99,2025-01-06
7079,Keyboard,1,29.99,2025-01-06
7080,Mouse,0,,2025-01-06
7081,Monitor,1,199.99,2025-01-06
7082,Laptop,1,899.99,2025-01-06
7083,Headset,1,49.99,2025-01-06
7084,USB Cable,3,5.99,2025-01-06
7085,Webcam,1,59.99,2025-01-06
7086,Speakers,1,39.99,2025-01-06
7087,Chair,1,129.99,2025-01-06
7088,Desk,1,249.99,2025-01-06
7089,Lamp,2,14.99,2025-01-06
7090,Notebook,3,2.49,2025-01-06
7091,Pen,7,0.99,2025-01-06
7092,Keyboard,1,29.99,2025-01-06
7093,Mouse,1,19.99,2025-01-06
7094,Monitor,1,199.99,2025-01-06
7095,Laptop,1,899.99,2025-01-06
7096,Headset,1,49.99,2025-01-06
7097,USB Cable,2,5.99,2025-01-06
7098,Webcam,1,59.99,2025-01-06
7099,Speakers,1,39.99,2025-01-06
7100,Chair,1,129.99,2025-01-06
