order_id,product,quantity,price,date
3001,Keyboard,1,29.99,2025-01-03
3002,Mouse,2,19.99,2025-01-03
3003,Monitor,1,199.99,2025-01-03
3004,Laptop,1,899.99,2025-01-03
3005,Headset,0,,2025-01-03
3006,USB Cable,3,5.99,2025-01-03
3007,Webcam,1,59.99,2025-01-03
3008,Speakers,1,39.99,2025-01-03
3009,Chair,1,129.99,2025-01-03
3010,Desk,1,249.99,2025-01-03
3011,Lamp,2,14.99,2025-01-03
3012,Notebook,4,2.49,2025-01-03
3013,Pen,12,0.99,2025-01-03
3014,Keyboard,1,29.99,2025-01-03
3015,Mouse,0,19.99,2025-01-03
3016,Monitor,1,199.99,2025-01-03
3017,Laptop,1,899.99,2025-01-03
3018,Headset,1,49.99,2025-01-03
3019,USB Cable,2,5.99,2025-01-03
3020,Webcam,1,59.99,2025-01-03
3021,Speakers,1,39.99,2025-01-03
3022,Chair,1,129.99,2025-01-03
3023,Desk,1,249.99,2025-01-03
3024,Lamp,1,14.99,2025-01-03
3025,Notebook,3,2.49,2025-01-03
3026,Pen,9,0.99,2025-01-03
3027,Keyboard,1,29.99,2025-01-03
3028,Mouse,1,19.99,2025-01-03
3029,Monitor,0,,2025-01-03
3030,Laptop,1,899.99,2025-01-03
3031,Headset,2,49.99,2025-01-03
3032,USB Cable,4,5.99,2025-01-03
3033,Webcam,1,59.99,2025-01-03
3034,Speakers,2,39.99,2025-01-03
3035,Chair,1,129.99,2025-01-03
3036,Desk,1,249.99,2025-01-03
3037,Lamp,2,14.99,2025-01-03
3038,Notebook,5,2.49,2025-01-03
3039,Pen,10,0.99,2025-01-03
3040,Keyboard,1,29.99,2025-01-03
3041,Mouse,0,,2025-01-03
3042,Monitor,1,199.99,2025-01-03
3043,Laptop,1,899.99,2025-01-03
3044,Headset,1,49.99,2025-01-03
3045,USB Cable,3,5.99,2025-01-03
3046,Webcam,1,59.99,2025-01-03
3047,Speakers,1,39.99,2025-01-03
3048,Chair,1,129.99,2025-01-03
3049,Desk,1,249.99,2025-01-03
3050,Lamp,1,14.99,2025-01-03
3051,Notebook,2,2.49,2025-01-03
3052,Pen,14,0.99,2025-01-03
3053,Keyboard,1,29.99,2025-01-03
3054,Mouse,1,19.99,2025-01-03
3055,Monitor,1,199.99,2025-01-03
3056,Laptop,1,899.99,2025-01-03
3057,Headset,0,,2025-01-03
3058,USB Cable,3,5.99,2025-01-03
3059,Webcam,1,59.99,2025-01-03
3060,Speakers,1,39.99,2025-01-03
3061,Chair,1,129.99,2025-01-03
3062,Desk,1,249.99,2025-01-03
3063,Lamp,2,14.99,2025-01-03
3064,Notebook,3,2.49,2025-01-03
3065,Pen,8,0.99,2025-01-03
3066,Keyboard,1,29.99,2025-01-03
3067,Mouse,2,19.99,2025-01-03
3068,Monitor,1,199.99,2025-01-03
3069,Laptop,1,899.99,2025-01-03
3070,Headset,1,49.99,2025-01-03
3071,USB Cable,2,5.99,2025-01-03
3072,Webcam,1,59.99,2025-01-03
3073,Speakers,1,39.99,2025-01-03
3074,Chair,1,129.99,2025-01-03
3075,Desk,1,249.99,2025-01-03
3076,Lamp,1,14.99,2025-01-03
3077,Notebook,4,2.49,2025-01-03
3078,Pen,11,0.99,2025-01-03
3079,Keyboard,1,29.99,2025-01-03
3080,Mouse,0,,2025-01-03
3081,Monitor,1,199.99,2025-01-03
3082,Laptop,1,899.99,2025-01-03
3083,Headset,1,49.99,2025-01-03
3084,USB Cable,3,5.99,2025-01-03
3085,Webcam,1,59.99,2025-01-03
3086,Speakers,1,39.99,2025-01-03
3087,Chair,1,129.99,2025-01-03
3088,Desk,1,249.99,2025-01-03
3089,Lamp,2,14.99,2025-01-03
3090,Notebook,3,2.49,2025-01-03
3091,Pen,7,0.99,2025-01-03
3092,Keyboard,1,29.99,2025-01-03
3093,Mouse,1,19.99,2025-01-03
3094,Monitor,1,199.99,2025-01-03
3095,Laptop,1,899.99,2025-01-03
3096,Headset,1,49.99,2025-01-03
3097,USB Cable,2,5.99,2025-01-03
3098,Webcam,1,59.99,2025-01-03
3099,Speakers,1,39.99,2025-01-03
3100,Chair,1,129.99,2025-01-03
